Wed Aug 08 11:49:21 2007
,,,,,,,,,,,,,,,,,,,,
hapticInformation,,,,,,,,,World Information,,,,,,,,,,,
fx,fy,fz,vx,vy,vz,px,py,pz,fx,fy,fz,vx,vy,vz,px,py,py(mm),pz,ball,time
0.087475,0.347884,-0.098489,-0.543176,2.534117,-7.661732,0.153458,39.318584,18.248182,158.981195,5315.914080,52.946026,-1.532963,-0.126065,-5.196693,-0.057490,1.135617,5.017904,-0.025278,2,608889968
0.087487,0.364407,-0.084365,-0.543075,2.534898,-7.662644,0.153429,39.277279,18.212873,158.981195,5315.914080,52.946026,-1.532963,-0.126065,-5.196693,-0.057490,1.135617,5.017904,-0.025278,2,608889968
0.087584,0.363098,-0.084338,-0.543075,2.534898,-7.662644,0.153429,39.277279,18.212873,158.981195,5315.914080,52.946026,-1.532963,-0.126065,-5.196693,-0.057490,1.135617,5.017904,-0.025278,2,608889968
0.087682,0.361789,-0.084310,-0.399294,6.616356,-11.315559,0.153429,39.277279,18.212873,158.981195,5315.914080,52.946026,-1.532963,-0.126065,-5.196693,-0.057490,1.135617,5.017904,-0.025278,2,608889968
0.087779,0.360480,-0.084282,-0.290105,4.807065,-8.221237,0.153429,39.277279,18.212873,158.981195,5315.914080,52.946026,-1.532963,-0.126065,-5.196693,-0.057490,1.135617,5.017904,-0.025278,2,608889984
0.087876,0.359172,-0.084254,-0.210773,3.492538,-5.973080,0.153429,39.277279,18.212873,0.000000,3550.741211,0.000000,-1.532963,-0.126065,-5.196693,-0.057490,1.135617,5.017904,-0.025278,2,608889984
0.087973,0.357863,-0.084226,-0.153136,2.537478,-4.339697,0.153429,39.277279,18.212873,455.345212,19996.421730,201.524666,-1.328576,-1.526139,-5.103365,-0.057863,1.129415,5.017904,-0.025383,2,608889984
0.088071,0.356554,-0.084198,-0.111260,1.843586,-3.152976,0.153429,39.277279,18.212873,189.185959,4403.778082,81.321742,-1.336176,-1.242582,-5.109368,-0.057869,1.129712,5.017904,-0.025391,2,608889984
0.088168,0.355245,-0.084170,-0.080835,1.339444,-2.290771,0.153429,39.277279,18.212873,189.185959,4484.864996,81.321742,-1.336176,-1.242582,-5.109368,-0.057869,1.129712,5.017904,-0.025391,2,608889984
0.088277,0.370457,-0.070013,-0.062692,-4.672343,-6.494849,0.153400,39.235977,18.177549,189.185959,4484.864996,81.321742,-1.336176,-1.242582,-5.109368,-0.057869,1.129712,5.017904,-0.025391,2,608889984
0.088374,0.369149,-0.069985,-0.049521,-9.040245,-9.549192,0.153400,39.235977,18.177549,189.185959,4484.864996,81.321742,-1.336176,-1.242582,-5.109368,-0.057869,1.129712,5.017904,-0.025391,2,608889984
0.088471,0.367840,-0.069957,-0.035979,-6.568125,-6.937897,0.153400,39.235977,18.177549,189.185959,4484.864996,81.321742,-1.336176,-1.242582,-5.109368,-0.057869,1.129712,5.017904,-0.025391,2,608889984
0.088568,0.366301,-0.069928,-0.026140,-4.772023,-5.040678,0.153400,39.235977,18.177549,189.185959,4484.864996,81.321742,-1.336176,-1.242582,-5.109368,-0.057869,1.129712,5.012000,-0.025391,2,608889984
0.088665,0.364762,-0.069898,-0.018992,-3.467078,-3.662268,0.153400,39.235977,18.177549,189.185959,4484.864996,81.321742,-1.336176,-1.242582,-5.109368,-0.057869,1.129712,5.012000,-0.025391,2,608889984
0.088774,0.379737,-0.055739,-0.017761,-8.146526,-7.481690,0.153371,39.194695,18.142225,189.185959,4484.864996,81.321742,-1.336176,-1.242582,-5.109368,-0.057869,1.129712,5.012000,-0.025391,2,608889984
0.088871,0.378198,-0.055710,-0.017761,-8.146526,-7.481690,0.153371,39.194695,18.142225,189.185959,4484.864996,81.321742,-1.336176,-1.242582,-5.109368,-0.057869,1.129712,5.012000,-0.025391,2,608889984
0.088968,0.376659,-0.055681,-0.016868,-11.547309,-10.255536,0.153371,39.194695,18.142225,189.185959,4484.864996,81.321742,-1.336176,-1.242582,-5.109368,-0.057869,1.129712,5.012000,-0.025391,2,608889984
0.089065,0.375120,-0.055652,-0.012255,-8.389613,-7.451086,0.153371,39.194695,18.142225,189.185959,4484.864996,81.321742,-1.336176,-1.242582,-5.109368,-0.057869,1.129712,5.012000,-0.025391,2,608889984
0.089162,0.373582,-0.055622,-0.008904,-6.095413,-5.413532,0.153371,39.194695,18.142225,189.185959,4484.864996,81.321742,-1.336176,-1.242582,-5.109368,-0.057869,1.129712,5.012000,-0.025391,2,608889984
0.089259,0.372043,-0.055593,-0.008904,-6.095413,-5.413532,0.153371,39.194695,18.142225,189.185959,4484.864996,81.321742,-1.336176,-1.242582,-5.109368,-0.057869,1.129712,5.012000,-0.025391,2,608890000
0.089356,0.370504,-0.055564,-0.006469,-4.428577,-3.933162,0.153371,39.194695,18.142225,189.185959,4484.864996,81.321742,-1.336176,-1.242582,-5.109368,-0.057869,1.129712,5.012000,-0.025391,2,608890000
0.089453,0.368965,-0.055535,-0.004700,-3.217551,-2.857610,0.153371,39.194695,18.142225,457.837551,19136.892056,208.588076,-1.125727,-2.038345,-5.012102,-0.058250,1.123353,5.012000,-0.025511,2,608890000
0.089465,0.385469,-0.041393,-0.007330,-7.890850,-6.837023,0.153342,39.153435,18.106871,192.007171,3854.400083,88.769136,-1.134948,-1.598504,-5.016350,-0.058248,1.123745,5.012000,-0.025510,2,608890000
0.089465,0.385469,-0.041393,-0.009240,-11.287028,-9.727269,0.153342,39.153435,18.106871,192.007171,3854.400083,88.769136,-1.134948,-1.598504,-5.016350,-0.058248,1.123745,5.012000,-0.025510,2,608890000
0.089465,0.385469,-0.041393,-0.006713,-8.200509,-7.067277,0.153342,39.153435,18.106871,192.007171,3932.612730,88.769136,-1.134948,-1.598504,-5.016350,-0.058248,1.123745,5.012000,-0.025510,2,608890000
0.089465,0.385469,-0.041393,-0.004877,-5.958020,-5.134678,0.153342,39.153435,18.106871,192.007171,3932.612730,88.769136,-1.134948,-1.598504,-5.016350,-0.058248,1.123745,5.012000,-0.025510,2,608890000
0.089465,0.385469,-0.041393,-0.004877,-5.958020,-5.134678,0.153342,39.153435,18.106871,192.007171,3932.612730,88.769136,-1.134948,-1.598504,-5.016350,-0.058248,1.123745,5.012000,-0.025510,2,608890000
0.089465,0.385469,-0.041393,-0.003544,-4.328756,-3.730563,0.153342,39.153435,18.106871,192.007171,3932.612730,88.769136,-1.134948,-1.598504,-5.016350,-0.058248,1.123745,5.012000,-0.025510,2,608890000
0.089465,0.385469,-0.041393,-0.002575,-3.145026,-2.710413,0.153342,39.153435,18.106871,192.007171,3932.612730,88.769136,-1.134948,-1.598504,-5.016350,-0.058248,1.123745,5.006034,-0.025510,2,608890000
0.089465,0.385469,-0.041393,-0.001871,-2.284996,-1.969231,0.153342,39.153435,18.106871,192.007171,3932.612730,88.769136,-1.134948,-1.598504,-5.016350,-0.058248,1.123745,5.006034,-0.025510,2,608890000
0.089465,0.385469,-0.041393,-0.001359,-1.660147,-1.430731,0.153342,39.153435,18.106871,192.007171,3932.612730,88.769136,-1.134948,-1.598504,-5.016350,-0.058248,1.123745,5.006034,-0.025510,2,608890000
0.089465,0.385469,-0.041393,-0.000987,-1.206168,-1.039487,0.153342,39.153435,18.106871,192.007171,3932.612730,88.769136,-1.134948,-1.598504,-5.016350,-0.058248,1.123745,5.006034,-0.025510,2,608890000
0.089465,0.385469,-0.041393,-0.000987,-1.206168,-1.039487,0.153342,39.153435,18.106871,192.007171,3932.612730,88.769136,-1.134948,-1.598504,-5.016350,-0.058248,1.123745,5.006034,-0.025510,2,608890000
0.089465,0.385469,-0.041393,-0.000717,-0.876332,-0.755232,0.153342,39.153435,18.106871,205.526879,3935.825883,95.307291,-0.929421,-1.642516,-4.921043,-0.058623,1.118021,5.006034,-0.025633,2,608890000
0.089578,0.400418,-0.027214,-0.004659,-6.502771,-5.580653,0.153313,39.112175,18.071501,175.474775,4393.144677,79.772854,-0.944447,-1.290233,-4.928810,-0.058620,1.118323,5.006034,-0.025628,2,608890000
0.089679,0.398863,-0.027183,-0.007523,-10.590840,-9.086267,0.153313,39.112175,18.071501,175.474775,4542.796044,79.772854,-0.944447,-1.290233,-4.928810,-0.058620,1.118323,5.006034,-0.025628,2,608890015
0.089781,0.397309,-0.027152,-0.005466,-7.694697,-6.601561,0.153313,39.112175,18.071501,175.474775,4542.796044,79.772854,-0.944447,-1.290233,-4.928810,-0.058620,1.118323,5.006034,-0.025628,2,608890015
0.089882,0.395754,-0.027122,-0.003971,-5.590527,-4.796316,0.153313,39.112175,18.071501,175.474775,4542.796044,79.772854,-0.944447,-1.290233,-4.928810,-0.058620,1.118323,5.006034,-0.025628,2,608890015
0.089983,0.394199,-0.027091,-0.003971,-5.590527,-4.796316,0.153313,39.112175,18.071501,175.474775,4542.796044,79.772854,-0.944447,-1.290233,-4.928810,-0.058620,1.118323,5.006034,-0.025628,2,608890015
0.090085,0.392644,-0.027060,-0.002885,-4.061757,-3.484729,0.153313,39.112175,18.071501,175.474775,4542.796044,79.772854,-0.944447,-1.290233,-4.928810,-0.058620,1.118323,5.000608,-0.025628,2,608890015
0.090186,0.391089,-0.027029,-0.002096,-2.951040,-2.531804,0.153313,39.112175,18.071501,175.474775,4542.796044,79.772854,-0.944447,-1.290233,-4.928810,-0.058620,1.118323,5.000608,-0.025628,2,608890015
0.090288,0.389534,-0.026999,-0.001523,-2.144056,-1.839464,0.153313,39.112175,18.071501,175.474775,4542.796044,79.772854,-0.944447,-1.290233,-4.928810,-0.058620,1.118323,5.000608,-0.025628,2,608890015
0.090389,0.387980,-0.026968,-0.001107,-1.557749,-1.336449,0.153313,39.112175,18.071501,175.474775,4542.796044,79.772854,-0.944447,-1.290233,-4.928810,-0.058620,1.118323,5.000608,-0.025628,2,608890015
0.090491,0.386425,-0.026937,-0.000804,-1.131771,-0.970987,0.153313,39.112175,18.071501,175.474775,4542.796044,79.772854,-0.944447,-1.290233,-4.928810,-0.058620,1.118323,5.000608,-0.025628,2,608890015
0.090491,0.386425,-0.026937,-0.000584,-0.822280,-0.705464,0.153313,39.112175,18.071501,175.474775,4542.796044,79.772854,-0.944447,-1.290233,-4.928810,-0.058620,1.118323,5.000608,-0.025628,2,608890015
0.090587,0.385011,-0.026905,-0.000424,-0.597421,-0.512550,0.153313,39.112175,18.071501,460.325987,18921.150840,208.596715,-0.944447,-1.290233,-4.928810,-0.058620,1.118323,5.000608,-0.025628,2,608890015
0.090684,0.383597,-0.026873,-0.000308,-0.434052,-0.372389,0.153313,39.112175,18.071501,153.168299,4663.895489,64.565918,-0.770849,-0.628199,-4.851837,-0.059390,1.117694,5.000608,-0.030480,2,608890015
0.090780,0.382183,-0.026841,-0.000224,-0.315357,-0.270557,0.153313,39.112175,18.071501,153.168299,4688.999981,64.565918,-0.770849,-0.628199,-4.851837,-0.058979,1.113685,5.000608,-0.025740,2,608890015
0.090877,0.380769,-0.026809,-0.000163,-0.229121,-0.196571,0.153313,39.112175,18.071501,153.168299,4688.999981,64.565918,-0.770849,-0.628199,-4.851837,-0.058979,1.113685,5.000608,-0.025740,2,608890015
0.090973,0.379355,-0.026777,-0.000118,-0.166466,-0.142817,0.153313,39.112175,18.071501,153.168299,4688.999981,64.565918,-0.770849,-0.628199,-4.851837,-0.058979,1.113685,5.000608,-0.025740,2,608890015
0.091070,0.377941,-0.026745,-0.000086,-0.120945,-0.103763,0.153313,39.112175,18.071501,153.168299,4688.999981,64.565918,-0.770849,-0.628199,-4.851837,-0.058979,1.113685,5.000608,-0.025740,2,608890031
0.091166,0.376527,-0.026713,-0.000062,-0.087871,-0.075388,0.153313,39.112175,18.071501,153.168299,4688.999981,64.565918,-0.770849,-0.628199,-4.851837,-0.058979,1.113685,4.995968,-0.025740,2,608890031
0.091263,0.375113,-0.026681,-0.000045,-0.063842,-0.054773,0.153313,39.112175,18.071501,153.168299,4688.999981,64.565918,-0.770849,-0.628199,-4.851837,-0.058979,1.113685,4.995968,-0.025740,2,608890031
0.091359,0.373699,-0.026649,-0.000033,-0.046384,-0.039795,0.153313,39.112175,18.071501,153.168299,4688.999981,64.565918,-0.770849,-0.628199,-4.851837,-0.058979,1.113685,4.995968,-0.025740,2,608890031
0.091456,0.372285,-0.026617,-0.000024,-0.033700,-0.028913,0.153313,39.112175,18.071501,153.168299,4688.999981,64.565918,-0.770849,-0.628199,-4.851837,-0.058979,1.113685,4.995968,-0.025740,2,608890031
0.091548,0.371076,-0.026587,-0.000017,-0.024485,-0.021006,0.153313,39.112175,18.071501,153.168299,4688.999981,64.565918,-0.770849,-0.628199,-4.851837,-0.058979,1.113685,4.995968,-0.025740,2,608890031
0.091640,0.369866,-0.026557,-0.000013,-0.017789,-0.015262,0.153313,39.112175,18.071501,153.168299,4688.999981,64.565918,-0.770849,-0.628199,-4.851837,-0.058979,1.113685,4.995968,-0.025740,2,608890031
0.091733,0.368657,-0.026527,-0.000009,-0.012925,-0.011088,0.153313,39.112175,18.071501,153.168299,4688.999981,64.565918,-0.770849,-0.628199,-4.851837,-0.058979,1.113685,4.995968,-0.025740,2,608890031
0.091825,0.367448,-0.026497,-0.000007,-0.009390,-0.008056,0.153313,39.112175,18.071501,153.168299,4688.999981,64.565918,-0.770849,-0.628199,-4.851837,-0.058979,1.113685,4.995968,-0.025740,2,608890031
0.091917,0.366238,-0.026467,-0.000005,-0.006822,-0.005853,0.153313,39.112175,18.071501,153.168299,4688.999981,64.565918,-0.770849,-0.628199,-4.851837,-0.058979,1.113685,4.995968,-0.025740,2,608890031
0.092009,0.365029,-0.026437,-0.000004,-0.004957,-0.004253,0.153313,39.112175,18.071501,153.168299,4688.999981,64.565918,-0.770849,-0.628199,-4.851837,-0.058979,1.113685,4.995968,-0.025740,2,608890031
0.092101,0.363820,-0.026407,-0.000003,-0.003601,-0.003090,0.153313,39.112175,18.071501,396.636581,18733.426507,167.469190,-0.589678,0.142061,-4.769395,-0.059322,1.109839,4.995968,-0.025848,2,608890031
0.092194,0.362611,-0.026377,-0.000002,-0.002616,-0.002245,0.153313,39.112175,18.071501,131.117141,4565.470840,50.585777,-0.614705,0.092489,-4.785323,-0.059319,1.109802,4.995968,-0.025845,2,608890031
0.092300,0.347497,-0.009599,-0.004759,4.799626,-5.787118,0.153278,39.146935,18.029631,131.117141,4436.802383,50.585777,-0.614705,0.092489,-4.785323,-0.059319,1.109802,4.995968,-0.025845,2,608890031
0.092403,0.362780,0.004585,-0.012184,2.667310,-14.815637,0.153249,39.105705,17.994246,131.117141,4436.802383,50.585777,-0.614705,0.092489,-4.785323,-0.059319,1.109802,4.995968,-0.025845,2,608890031
0.092403,0.362780,0.004585,-0.012821,-3.683435,-15.589753,0.153249,39.105705,17.994246,131.117141,4436.802383,50.585777,-0.614705,0.092489,-4.785323,-0.059319,1.109802,4.995968,-0.025845,2,608890031
0.092492,0.361769,0.004610,-0.009315,-2.676173,-11.326621,0.153249,39.105705,17.994246,131.117141,4436.802383,50.585777,-0.614705,0.092489,-4.785323,-0.059319,1.109802,4.995968,-0.025845,2,608890046
0.092581,0.360759,0.004634,-0.006768,-1.944353,-8.229274,0.153249,39.105705,17.994246,131.117141,4436.802383,50.585777,-0.614705,0.092489,-4.785323,-0.059319,1.109802,4.992091,-0.025845,2,608890046
0.092669,0.359748,0.004659,-0.004917,-1.412657,-5.978920,0.153249,39.105705,17.994246,131.117141,4436.802383,50.585777,-0.614705,0.092489,-4.785323,-0.059319,1.109802,4.992091,-0.025845,2,608890046
0.092758,0.358738,0.004684,-0.003572,-1.026355,-4.343940,0.153249,39.105705,17.994246,131.117141,4436.802383,50.585777,-0.614705,0.092489,-4.785323,-0.059319,1.109802,4.992091,-0.025845,2,608890046
0.092846,0.357728,0.004708,-0.002596,-0.745691,-3.156058,0.153249,39.105705,17.994246,131.117141,4436.802383,50.585777,-0.614705,0.092489,-4.785323,-0.059319,1.109802,4.992091,-0.025845,2,608890046
0.092935,0.356717,0.004733,-0.001886,-0.541776,-2.293011,0.153249,39.105705,17.994246,131.117141,4436.802383,50.585777,-0.614705,0.092489,-4.785323,-0.059319,1.109802,4.992091,-0.025845,2,608890046
0.093024,0.355707,0.004757,-0.001370,-0.393624,-1.665970,0.153249,39.105705,17.994246,131.117141,4436.802383,50.585777,-0.614705,0.092489,-4.785323,-0.059319,1.109802,4.992091,-0.025845,2,608890046
0.093112,0.354696,0.004782,-0.000995,-0.285984,-1.210399,0.153249,39.105705,17.994246,164.923697,4511.726498,74.355938,-0.449781,0.831259,-4.710968,-0.059642,1.106647,4.992091,-0.025946,2,608890046
0.093201,0.353686,0.004806,-0.000723,-0.207780,-0.879406,0.153249,39.105705,17.994246,110.839676,4296.066484,40.947010,-0.476823,0.727861,-4.727672,-0.059634,1.106557,4.992091,-0.025940,2,608890046
0.093289,0.352675,0.004831,-0.000525,-0.150961,-0.638926,0.153249,39.105705,17.994246,110.839676,4019.912676,40.947010,-0.476823,0.727861,-4.727672,-0.059634,1.106557,4.992091,-0.025940,2,608890046
0.093289,0.352675,0.004831,-0.000382,-0.109679,-0.464207,0.153249,39.105705,17.994246,110.839676,4019.912676,40.947010,-0.476823,0.727861,-4.727672,-0.059634,1.106557,4.992091,-0.025940,2,608890046
0.093372,0.351828,0.004859,-0.000382,-0.109679,-0.464207,0.153249,39.105705,17.994246,110.839676,4019.912676,40.947010,-0.476823,0.727861,-4.727672,-0.059634,1.106557,4.992091,-0.025940,2,608890046
0.093456,0.350980,0.004888,-0.000382,-0.109679,-0.464207,0.153249,39.105705,17.994246,110.839676,4019.912676,40.947010,-0.476823,0.727861,-4.727672,-0.059634,1.106557,4.992091,-0.025940,2,608890046
0.093539,0.350132,0.004917,-0.000277,-0.079687,-0.337266,0.153249,39.105705,17.994246,110.839676,4019.912676,40.947010,-0.476823,0.727861,-4.727672,-0.059634,1.106557,4.988838,-0.025940,2,608890046
